period_date,organization_id,metric_id,value,unit,method_version,description,status
2025-04-30,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-01,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-02,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-03,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-04,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-05,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-06,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-07,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-08,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-09,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-10,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-11,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-12,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-13,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-14,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-15,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-16,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-17,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-18,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-19,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-20,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-21,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-22,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-23,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-24,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-25,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-26,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-27,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-28,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-29,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-30,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-05-31,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-01,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-02,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-03,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-04,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-05,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-06,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-07,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-08,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-09,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-10,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-11,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-12,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-13,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-14,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-15,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-16,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-17,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-18,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-19,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-20,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-21,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-22,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-23,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-24,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-25,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-26,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-27,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-28,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-29,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-06-30,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-01,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-02,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-03,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-04,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-05,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-06,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-07,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-08,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-09,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-10,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-11,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-12,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-13,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-14,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-15,,clients_eligible_referral,3,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-16,,clients_eligible_referral,4,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-17,,clients_eligible_referral,4,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-18,,clients_eligible_referral,4,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-19,,clients_eligible_referral,4,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-20,,clients_eligible_referral,4,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-21,,clients_eligible_referral,4,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-22,,clients_eligible_referral,4,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-23,,clients_eligible_referral,11,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-24,,clients_eligible_referral,11,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-25,,clients_eligible_referral,11,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-26,,clients_eligible_referral,11,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-27,,clients_eligible_referral,11,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-28,,clients_eligible_referral,11,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-29,,clients_eligible_referral,11,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-30,,clients_eligible_referral,11,count,v1,Clients eligible for referral (severe mental health),prod
2025-07-31,,clients_eligible_referral,11,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-01,,clients_eligible_referral,11,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-02,,clients_eligible_referral,11,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-03,,clients_eligible_referral,11,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-04,,clients_eligible_referral,11,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-05,,clients_eligible_referral,14,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-06,,clients_eligible_referral,16,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-07,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,1,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-07,,clients_eligible_referral,16,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-08,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,5,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-08,,clients_eligible_referral,16,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-09,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,5,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-09,,clients_eligible_referral,16,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-10,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,5,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-10,,clients_eligible_referral,16,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-11,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,6,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-11,,clients_eligible_referral,19,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-12,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,6,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-12,,clients_eligible_referral,19,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-13,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,7,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-13,,clients_eligible_referral,19,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-14,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,8,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-14,,clients_eligible_referral,20,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-15,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,8,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-15,,clients_eligible_referral,20,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-16,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,8,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-16,,clients_eligible_referral,20,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-17,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,8,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-17,,clients_eligible_referral,20,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-18,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,8,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-18,,clients_eligible_referral,20,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-19,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,8,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-19,,clients_eligible_referral,20,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-20,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,8,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-20,,clients_eligible_referral,20,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-21,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,8,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-21,,clients_eligible_referral,20,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-22,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,9,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-22,,clients_eligible_referral,20,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-23,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,9,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-23,,clients_eligible_referral,20,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-24,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,9,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-24,,clients_eligible_referral,20,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-25,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,9,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-25,,clients_eligible_referral,20,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-26,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,9,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-26,,clients_eligible_referral,20,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-27,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,10,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-27,,clients_eligible_referral,20,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-28,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,10,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-28,,clients_eligible_referral,20,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-29,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,10,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-29,,clients_eligible_referral,20,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-30,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,10,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-30,,clients_eligible_referral,20,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-31,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,10,count,v1,Clients eligible for referral (severe mental health),prod
2025-08-31,,clients_eligible_referral,20,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-01,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,11,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-01,,clients_eligible_referral,20,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-02,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-02,,clients_eligible_referral,21,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-03,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-03,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,1,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-03,,clients_eligible_referral,21,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-04,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-04,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-04,,clients_eligible_referral,22,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-05,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-05,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-05,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-06,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-06,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-06,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-07,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-07,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-07,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-08,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-08,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-08,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-09,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-09,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-09,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-10,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-10,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-10,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-11,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-11,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-11,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-12,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-12,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-12,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-13,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-13,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-13,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-14,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-14,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-14,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-15,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-15,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-15,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-16,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-16,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-16,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-17,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-17,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-17,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-18,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-18,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-18,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-19,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-19,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-19,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-20,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-20,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-20,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-21,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-21,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-21,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-22,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-22,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-22,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-23,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-23,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-23,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-24,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-24,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-24,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-25,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-25,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-25,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-26,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-26,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-26,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-27,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-27,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-27,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-28,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-28,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-28,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-29,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-29,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-29,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-30,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-30,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-09-30,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-10-01,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-10-01,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-10-01,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-10-02,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-10-02,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-10-02,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-10-03,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-10-03,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-10-03,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-10-04,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-10-04,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-10-04,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-10-05,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-10-05,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-10-05,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-10-06,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-10-06,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-10-06,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
2025-10-07,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_referral,15,count,v1,Clients eligible for referral (severe mental health),prod
2025-10-07,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_referral,2,count,v1,Clients eligible for referral (severe mental health),prod
2025-10-07,,clients_eligible_referral,23,count,v1,Clients eligible for referral (severe mental health),prod
